game_id,name,platform,year,genre,publisher,rating,critic_score,user_score,na_sales,eu_sales,jp_sales,other_sales,global_sales,na_population,eu_population,jp_population,other_population,cluster_id
13,Daxter,PSP,2006,Platform,Sony Computer Entertainment,E10+,8.6,8.5,2470000.0,1023000.0,0.0,748000.0,4241000.0,441042795.0,766795552.0,127854000.0,67886698528.0,3
14,MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,T,8.5,7.4,1556000.0,1611000.0,59000.0,669000.0,3895000.0,441042795.0,766795552.0,127854000.0,67886698528.0,3
15,Grand Steal Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,M,7.7,7.9,1579000.0,1419000.0,70000.0,504000.0,3572000.0,441042795.0,766795552.0,127854000.0,67886698528.0,3
16,Clubhouse Games,DS,2006,Misc,Ninti,E,8.4,8.3,594000.0,1817000.0,719000.0,335000.0,3465000.0,441042795.0,766795552.0,127854000.0,67886698528.0,3
17,Personal Trainer: Cooking,DS,2006,Misc,Ninti,E,8.2,7.9,902000.0,996000.0,1027000.0,171000.0,3096000.0,441042795.0,766795552.0,127854000.0,67886698528.0,3
18,WarioWare: Smooth Moves,Weii,2006,Puzzle,Ninti,E10+,8.3,7.5,874000.0,1052000.0,731000.0,261000.0,2918000.0,441042795.0,766795552.0,127854000.0,67886698528.0,3
19,Yoshi's Island DS,DS,2006,Platform,Ninti,E,8.2,7.4,1467000.0,70000.0,1104000.0,151000.0,2792000.0,441042795.0,766795552.0,127854000.0,67886698528.0,3
20,Call of War 3,X360,2006,Shooter,Activision,T,8.3,6.6,1493000.0,922000.0,20000.0,268000.0,2703000.0,441042795.0,766795552.0,127854000.0,67886698528.0,3
21,LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts,E10+,8.4,9.1,1882000.0,648000.0,10000.0,194000.0,2734000.0,441042795.0,766795552.0,127854000.0,67886698528.0,3
22,Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,T,7.0,7.9,848000.0,1094000.0,10000.0,661000.0,2613000.0,441042795.0,766795552.0,127854000.0,67886698528.0,3
23,WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ,T,8.0,8.8,1408000.0,876000.0,30000.0,256000.0,2570000.0,441042795.0,766795552.0,127854000.0,67886698528.0,3
24,Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,T,8.2,7.6,2334000.0,20000.0,0.0,188000.0,2542000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
25,Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,E10+,7.3,7.8,857000.0,967000.0,0.0,584000.0,2408000.0,441042795.0,766795552.0,127854000.0,67886698528.0,3
26,Super Monkey Ball: Banana Blitz,Weii,2006,Misc,Sega,E,7.3,5.6,1044000.0,927000.0,40000.0,240000.0,2251000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
27,Saints Row,X360,2006,Action,THQ,M,8.1,7.5,1154000.0,755000.0,20000.0,221000.0,2150000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
28,Pokemon Ranger,DS,2006,Role-Playing,Ninti,E,7.0,7.6,1276000.0,30000.0,734000.0,118000.0,2158000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
29,Tetris DS,DS,2006,Puzzle,Ninti,E,8.4,8.9,620000.0,50000.0,1358000.0,80000.0,2108000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
30,Dead Rising,X360,2006,Action,Capcom,M,8.4,7.5,1161000.0,627000.0,79000.0,197000.0,2064000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
31,Final Fantasy III,DS,2006,Role-Playing,Square Enix,E10+,7.6,7.0,889000.0,40000.0,1067000.0,91000.0,2087000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
32,The Sims 2: Pets,DS,2006,Simulation,Electronic Arts,E,4.8,5.2,923000.0,931000.0,0.0,220000.0,2074000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
33,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,Shooter,Sony Computer Entertainment,T,7.3,9.0,1731000.0,20000.0,0.0,279000.0,2030000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
34,Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,Ubisoft,M,8.8,8.3,1111000.0,651000.0,20000.0,201000.0,1983000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
35,Kirby Squeak Squad,DS,2006,Platform,Ninti,E,7.0,8.2,780000.0,20000.0,1060000.0,79000.0,1939000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
36,Madden NFL 07,X360,2006,Sports,Electronic Arts,E,8.1,6.0,1667000.0,0.0,10000.0,131000.0,1808000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
37,Dragon Quest Monsters: Joker,DS,2006,Role-Playing,Square Enix,E10+,7.6,7.3,229000.0,20000.0,1512000.0,20000.0,1781000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
38,NCAA Football 07,PS2,2006,Sports,Electronic Arts,E,8.7,8.7,1385000.0,50000.0,0.0,234000.0,1669000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
39,Fight Night Round 3,PS3,2006,Fighting,Electronic Arts,T,8.2,7.9,795000.0,585000.0,10000.0,261000.0,1651000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
40,Need for Speed Carbon,X360,2006,Racing,Electronic Arts,E10+,7.6,6.4,774000.0,690000.0,20000.0,178000.0,1662000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
41,Viva Pinata,X360,2006,Simulation,Microsoft Game Studios,E,8.3,8.0,454000.0,961000.0,20000.0,201000.0,1636000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
42,Marrison Hoops 3 on 3,DS,2006,Sports,Ninti,E,6.9,8.0,988000.0,41000.0,492000.0,92000.0,1613000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
43,The Legend of Zelda: Twilight Princess,GC,2006,Action,Ninti,T,9.7,9.2,1146000.0,364000.0,40000.0,40000.0,1590000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
44,Pokemon Battle Revolution,Weii,2006,Role-Playing,Ninti,E,5.4,6.8,765000.0,376000.0,302000.0,131000.0,1574000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
45,Fight Night Round 3,PS2,2006,Fighting,Electronic Arts,T,8.6,8.0,1069000.0,393000.0,0.0,102000.0,1564000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
46,Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Shooter,Ubisoft,T,9.0,8.1,1419000.0,20000.0,20000.0,101000.0,1560000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
47,Call of War 3,PS3,2006,Shooter,Activision,T,8.1,6.8,601000.0,613000.0,30000.0,256000.0,1500000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
48,Dirge of Cerberus: Final Fantasy VII,PS2,2006,Shooter,Square Enix,T,5.7,7.0,473000.0,366000.0,513000.0,122000.0,1474000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
49,Fight Night Round 3,X360,2006,Fighting,Electronic Arts,T,8.7,8.9,1350000.0,30000.0,10000.0,101000.0,1491000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
50,Sonic Rivals,PSP,2006,Racing,Sega,E,6.4,7.9,744000.0,422000.0,0.0,275000.0,1441000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
51,Rayman Raving Rabbids,Weii,2006,Misc,Ubisoft,E,7.5,7.8,1244000.0,59000.0,20000.0,111000.0,1434000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
52,LEGO Star Wars II: The Original Trilogy,PSP,2006,Action,LucasArts,E10+,8.2,8.5,587000.0,509000.0,0.0,315000.0,1411000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
53,Ridge Racer 7,PS3,2006,Racing,Namco Bandai Games,E,7.9,7.0,239000.0,712000.0,161000.0,265000.0,1377000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
54,Need for Speed Carbon,PS2,2006,Racing,Electronic Arts,E10+,7.3,8.5,1220000.0,49000.0,50000.0,10000.0,1329000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
55,Lost Planet: Extreme Condition,X360,2006,Shooter,Capcom,T,7.8,7.1,1074000.0,40000.0,102000.0,101000.0,1317000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
56,NBA Live 07,PS2,2006,Sports,Electronic Arts,E,6.3,6.0,1080000.0,41000.0,20000.0,172000.0,1313000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
57,Need for Speed Carbon,Weii,2006,Racing,Electronic Arts,E10+,6.7,7.4,443000.0,649000.0,20000.0,152000.0,1264000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
58,Black,PS2,2006,Shooter,Electronic Arts,M,7.8,8.3,1003000.0,39000.0,31000.0,162000.0,1235000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
59,Need for Speed Carbon,PS3,2006,Racing,Electronic Arts,E10+,7.5,7.2,485000.0,498000.0,31000.0,198000.0,1212000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
60,Cars,PS2,2006,Racing,THQ,E,7.1,8.3,1015000.0,39000.0,0.0,157000.0,1211000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
61,Cars,PSP,2006,Racing,THQ,E,7.0,7.1,722000.0,284000.0,0.0,201000.0,1207000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
62,Scarface: The World is Yours,PS2,2006,Action,Vivendi Games,M,7.5,8.5,996000.0,41000.0,0.0,158000.0,1195000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
63,Marrison vs. Donkey Kong 2: March of the Minis,DS,2006,Puzzle,Ninti,E,7.7,7.9,742000.0,30000.0,357000.0,69000.0,1198000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
64,Metal Gear Solid: Portable Ops,PSP,2006,Action,Konami Digital Entertainment,M,8.8,8.2,386000.0,353000.0,379000.0,81000.0,1199000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
65,Midnight Club 3: DUB Edition Remix,PS2,2006,Racing,Take-Two Interactive,E10+,8.6,8.9,969000.0,40000.0,0.0,160000.0,1169000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
66,Sonic the Hedgehog,PS3,2006,Platform,Sega,E10+,4.3,4.1,416000.0,61000.0,40000.0,666000.0,1183000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
67,Cars,GBA,2006,Racing,THQ,E,5.0,4.6,814000.0,300000.0,0.0,20000.0,1134000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
68,Yakuza 2,PS2,2006,Adventure,Sega,M,7.7,8.1,49000.0,40000.0,844000.0,158000.0,1091000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
69,The Godfather,PS2,2006,Action,Electronic Arts,M,7.4,8.4,905000.0,30000.0,10000.0,151000.0,1096000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
70,LEGO Star Wars II: The Original Trilogy,DS,2006,Action,LucasArts,E,4.7,5.0,978000.0,30000.0,0.0,79000.0,1087000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
71,Call of War 3,PS2,2006,Shooter,Activision,T,8.1,7.4,901000.0,30000.0,0.0,147000.0,1078000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
72,Mortal Kombat: Armageddon,PS2,2006,Fighting,Midway Games,M,7.4,8.5,896000.0,41000.0,0.0,141000.0,1078000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
73,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006,Shooter,Sony Computer Entertainment,T,8.0,8.9,808000.0,110000.0,0.0,132000.0,1050000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
74,Dance Dance Revolution SuperNOVA,PS2,2006,Simulation,Konami Digital Entertainment,E10+,7.2,8.7,853000.0,30000.0,0.0,137000.0,1020000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
75,Sonic the Hedgehog,X360,2006,Platform,Sega,E10+,4.6,4.5,433000.0,485000.0,0.0,112000.0,1030000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
76,Madden NFL 07,XB,2006,Sports,Electronic Arts,E,8.3,8.6,956000.0,29000.0,0.0,30000.0,1015000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
77,Ace Combat X: Skies of Deception,PSP,2006,Simulation,Namco Bandai Games,T,7.6,8.3,367000.0,304000.0,120000.0,188000.0,979000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
78,Cars,DS,2006,Racing,THQ,E,5.5,2.1,865000.0,40000.0,0.0,70000.0,975000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
79,LEGO Star Wars II: The Original Trilogy,GC,2006,Action,LucasArts,E10+,8.3,9.1,762000.0,188000.0,0.0,30000.0,980000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
80,Gangs of London,PSP,2006,Adventure,Sony Computer Entertainment,M,5.2,6.7,300000.0,433000.0,0.0,223000.0,956000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
81,Bully,PS2,2006,Action,Take-Two Interactive,T,8.7,9.3,745000.0,30000.0,40000.0,122000.0,937000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
82,MLB 06: The Show,PS2,2006,Sports,Sony Computer Entertainment,E,8.4,8.9,781000.0,30000.0,0.0,132000.0,943000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
83,Cars,GC,2006,Racing,THQ,E,7.0,6.9,721000.0,188000.0,0.0,30000.0,939000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
84,SpongeBob SquarePants: The Yellow Avenger,PSP,2006,Action,THQ,E,4.7,6.4,548000.0,207000.0,0.0,157000.0,912000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
85,Sonic Riders,GC,2006,Racing,Sega,E,5.8,8.2,699000.0,179000.0,0.0,30000.0,908000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
86,Blue Dragon,X360,2006,Role-Playing,Microsoft Game Studios,T,7.8,7.7,295000.0,318000.0,206000.0,81000.0,900000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
87,Hot Shots Tennis,PS2,2006,Sports,Sony Computer Entertainment,E,7.1,8.1,173000.0,132000.0,556000.0,51000.0,912000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
88,Killzone: Liberation,PSP,2006,Shooter,Sony Computer Entertainment,T,7.8,8.3,445000.0,269000.0,0.0,182000.0,896000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
89,Monster 4X4: World Circuit,Weii,2006,Racing,Ubisoft,E,5.2,7.9,813000.0,0.0,10000.0,70000.0,893000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
90,Tony Hawk's Project 8,PS2,2006,Sports,Activision,T,6.9,7.3,725000.0,31000.0,0.0,119000.0,875000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
91,Winning Eleven: Pro Evolution Soccer 2007,PSP,2006,Sports,Konami Digital Entertainment,E,8.1,8.4,10000.0,728000.0,122000.0,10000.0,870000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
92,Lemmings,PSP,2006,Puzzle,Sony Computer Entertainment,E,7.5,7.9,118000.0,516000.0,0.0,232000.0,866000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
93,Marvel: Ultimate Alliance,PS2,2006,Role-Playing,Activision,T,8.2,8.1,683000.0,30000.0,0.0,110000.0,823000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
94,The Sims 2: Pets,PSP,2006,Simulation,Electronic Arts,T,5.6,7.2,191000.0,388000.0,0.0,224000.0,803000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
95,Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006,Fighting,Atari,T,7.3,8.6,671000.0,20000.0,0.0,108000.0,799000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
96,Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,Ubisoft,M,8.6,8.1,667000.0,40000.0,10000.0,60000.0,777000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
97,NBA 2K7,PS2,2006,Sports,Take-Two Interactive,E,8.2,8.4,641000.0,20000.0,0.0,110000.0,771000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
98,Worms: Open Warfare,PSP,2006,Strategy,THQ,E10+,7.0,6.6,112000.0,423000.0,0.0,229000.0,764000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
99,Metroid Prime Hunters,DS,2006,Shooter,Ninti,T,8.4,7.9,581000.0,40000.0,112000.0,59000.0,792000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
100,Genji: Days of the Blade,PS3,2006,Action,Sony Computer Entertainment,T,5.4,5.8,178000.0,366000.0,61000.0,140000.0,745000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
101,Rockstar Games presents Table Tennis,X360,2006,Sports,Take-Two Interactive,E,8.1,7.7,275000.0,374000.0,0.0,81000.0,730000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
102,MVP 06 NCAA Baseball,PS2,2006,Sports,Electronic Arts,E,7.6,8.9,613000.0,20000.0,0.0,100000.0,733000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
103,Mortal Kombat: Unchained,PSP,2006,Fighting,Midway Games,M,6.9,8.9,667000.0,10000.0,0.0,59000.0,736000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
104,NCAA Football 07,X360,2006,Sports,Electronic Arts,E,8.0,6.8,660000.0,0.0,0.0,59000.0,719000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
105,Tiger Woods PGA Tour 07,PS2,2006,Sports,Electronic Arts,E,7.8,6.1,596000.0,20000.0,0.0,98000.0,714000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
106,MX vs. ATV Unleashed: On the Edge,PSP,2006,Racing,THQ,E,6.9,8.2,633000.0,0.0,0.0,51000.0,684000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
107,Red Steel,Weii,2006,Shooter,Ubisoft,T,6.3,6.8,541000.0,30000.0,40000.0,49000.0,660000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
108,Blazing Angels: Squadrons of WWeii,PS3,2006,Simulation,Ubisoft,T,6.7,6.8,356000.0,218000.0,0.0,102000.0,676000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
109,WWE SmackDown vs. RAW 2007,PSP,2006,Fighting,THQ,T,7.8,8.2,332000.0,199000.0,0.0,141000.0,672000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
110,Thrillville,PS2,2006,Strategy,Atari,E10+,6.8,2.8,555000.0,20000.0,0.0,91000.0,666000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
111,Onimusha: Dawn of Dreams,PS2,2006,Action,Capcom,M,8.0,9.0,152000.0,122000.0,336000.0,40000.0,650000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
112,LEGO Star Wars II: The Original Trilogy,X360,2006,Action,LucasArts,E10+,8.1,8.2,556000.0,31000.0,0.0,49000.0,636000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
113,Okami,PS2,2006,Action,Capcom,T,9.4,9.2,110000.0,30000.0,148000.0,339000.0,627000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
114,Tony Hawk's Project 8,PS3,2006,Sports,Activision,T,7.6,7.2,303000.0,224000.0,10000.0,100000.0,637000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
115,Madden NFL 07,GC,2006,Sports,Electronic Arts,E,8.2,9.4,477000.0,131000.0,0.0,20000.0,628000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
116,Samurai Warriors 2,PS2,2006,Action,Tecmo Koei,T,5.7,9.0,20000.0,20000.0,566000.0,10000.0,616000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
117,Jaws Unleashed,PS2,2006,Action,THQ,M,5.2,7.6,490000.0,20000.0,0.0,80000.0,590000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
118,NBA 2K7,X360,2006,Sports,Take-Two Interactive,E,8.3,7.8,524000.0,0.0,0.0,40000.0,564000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
119,Naruto: Uzumaki Chronicles 2,PS2,2006,Action,Namco Bandai Games,T,5.2,7.0,283000.0,218000.0,0.0,71000.0,572000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
120,FIFA World Cup Germany 2006,PS2,2006,Sports,Electronic Arts,E,7.8,8.1,463000.0,20000.0,0.0,79000.0,562000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
121,Arena Football,PS2,2006,Sports,Electronic Arts,E10+,6.7,8.8,282000.0,217000.0,0.0,70000.0,569000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
122,Tony Hawk's Project 8,PSP,2006,Sports,Activision,T,6.7,7.7,402000.0,71000.0,0.0,69000.0,542000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
123,NCAA Football 07,XB,2006,Sports,Electronic Arts,E,8.8,6.8,425000.0,121000.0,0.0,10000.0,556000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
124,Dragon Ball Z: Shin Budokai,PSP,2006,Fighting,Atari,T,7.0,7.9,261000.0,80000.0,128000.0,70000.0,539000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
125,Over the Hedge,PS2,2006,Platform,Activision,E10+,5.8,8.6,443000.0,20000.0,0.0,70000.0,533000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
126,Rune Factory: A Fantasy Harvest Moon,DS,2006,Role-Playing,Rising Star Games,E,7.8,8.2,356000.0,10000.0,138000.0,30000.0,534000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
127,Excite Truck,Weii,2006,Racing,Ninti,E,7.3,8.3,395000.0,30000.0,81000.0,40000.0,546000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
128,Star Fox Command,DS,2006,Shooter,Ninti,E10+,7.6,7.2,382000.0,10000.0,100000.0,41000.0,533000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
129,Mystery Dungeon: Shiren the Wanderer,DS,2006,Role-Playing,Sega,E,6.9,8.3,168000.0,0.0,335000.0,20000.0,523000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
130,GT Pro Series,Weii,2006,Racing,Ubisoft,E,4.1,3.9,460000.0,10000.0,20000.0,39000.0,529000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
131,Madden NFL 07,PS3,2006,Sports,Electronic Arts,E,7.6,4.1,472000.0,0.0,10000.0,40000.0,522000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
132,Tomb Raider: Legend,PS2,2006,Action,Eidos Interactive,T,8.1,7.2,253000.0,191000.0,20000.0,61000.0,525000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
133,Fight Night Round 3,PSP,2006,Fighting,Electronic Arts,T,7.5,8.2,467000.0,10000.0,0.0,41000.0,518000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
134,The Sims 2: Open for Business,PC,2006,Simulation,Electronic Arts,T,7.7,8.6,467000.0,49000.0,0.0,0.0,516000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
135,NBA Live 07,PSP,2006,Sports,Electronic Arts,E,6.3,7.4,470000.0,0.0,0.0,41000.0,511000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
136,Ace Combat Zero: The Belkan War,PS2,2006,Simulation,Namco Bandai Games,T,7.6,8.5,149000.0,120000.0,197000.0,40000.0,506000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
137,NHL 07,PS2,2006,Sports,Electronic Arts,E10+,7.6,4.6,418000.0,20000.0,0.0,70000.0,508000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
138,Sonic Riders,PS2,2006,Racing,Sega,E,5.4,7.3,421000.0,20000.0,0.0,71000.0,512000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
139,WWE SmackDown vs. RAW 2007,X360,2006,Fighting,THQ,T,8.2,7.9,433000.0,30000.0,0.0,41000.0,504000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
140,Avatar: The Last Airbender,GC,2006,Adventure,THQ,E10+,5.9,6.5,396000.0,99000.0,0.0,10000.0,505000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
141,Hitman: Blood Money,PS2,2006,Action,Eidos Interactive,M,8.4,8.3,250000.0,189000.0,0.0,60000.0,499000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
142,Burnout Revenge,X360,2006,Racing,Electronic Arts,E10+,9.0,8.1,421000.0,40000.0,0.0,41000.0,502000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
143,Madden NFL 07,Weii,2006,Sports,Electronic Arts,E,8.2,8.1,468000.0,0.0,0.0,40000.0,508000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
144,SpongeBob SquarePants: Creature from the Krusty Krab,Weii,2006,Platform,THQ,E,5.7,5.6,447000.0,20000.0,0.0,40000.0,507000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
145,Tony Hawk's Project 8,X360,2006,Sports,Activision,T,8.0,7.5,439000.0,20000.0,0.0,39000.0,498000.0,441042795.0,766795552.0,127854000.0,67886698528.0,4
